mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0009329795837402343,0.00012722015380859373,0.09289970397949218,0.005822584544045846,euclidean,5,uniform,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.4090909090909091,0.3068181818181818,0.32954545454545453,0.25,0.28735632183908044,0.31656217345872517,0.05311983166941836,13
0.0009969711303710938,2.431401974483864e-07,0.10185728073120118,0.006260119736909918,euclidean,5,distance,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.38636363636363635,0.3522727272727273,0.32954545454545453,0.2840909090909091,0.3103448275862069,0.33252351097178684,0.03502933167635155,4
0.0008984088897705078,0.0004901416873007287,0.08214421272277832,0.010754813907671024,euclidean,7,uniform,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.3409090909090909,0.3068181818181818,0.38636363636363635,0.25,0.26436781609195403,0.30969174503657265,0.04995742573242064,23
0.0008039474487304688,0.00042665312161847504,0.07370352745056152,0.0032896886581536815,euclidean,7,distance,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.3068181818181818,0.3409090909090909,0.36363636363636365,0.2840909090909091,0.3448275862068966,0.3280564263322884,0.02862315309384479,5
0.0009243011474609375,0.0006660904690706155,0.004268264770507813,0.0014857140146133036,euclidean,9,uniform,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}",0.375,0.3181818181818182,0.3181818181818182,0.23863636363636365,0.27586206896551724,0.30517241379310345,0.04582689883671378,25
0.001172018051147461,0.0002163776165378293,0.0015659332275390625,0.0005208340163027737,euclidean,9,distance,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}",0.3522727272727273,0.3522727272727273,0.3522727272727273,0.23863636363636365,0.3103448275862069,0.32115987460815043,0.04434213325490885,9
0.0004002094268798828,0.0004901547271811614,0.0032778263092041017,0.0009738240926059339,euclidean,11,uniform,"{'metric': 'euclidean', 'n_neighbors': 11, 'weights': 'uniform'}",0.4090909090909091,0.29545454545454547,0.3181818181818182,0.25,0.2988505747126437,0.3143155694879833,0.05239982756721114,18
0.0007460594177246093,0.0004403262985839531,0.0017984390258789062,0.00043373877993233483,euclidean,11,distance,"{'metric': 'euclidean', 'n_neighbors': 11, 'weights': 'distance'}",0.38636363636363635,0.3409090909090909,0.3068181818181818,0.22727272727272727,0.3103448275862069,0.31434169278996865,0.05205107089002247,17
0.0005995750427246094,0.0004895532095069459,0.0031084060668945313,0.0010310038199710572,euclidean,13,uniform,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'}",0.42045454545454547,0.3522727272727273,0.2840909090909091,0.23863636363636365,0.2988505747126437,0.31886102403343786,0.062422689174776856,11
0.00030012130737304686,0.0003996864419851642,0.0014975547790527343,0.0004458564970373461,euclidean,13,distance,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'distance'}",0.375,0.3409090909090909,0.32954545454545453,0.20454545454545456,0.2988505747126437,0.30977011494252876,0.057977760046037934,22
0.0006233692169189453,0.0005110896416561645,0.0033706188201904296,0.0005716931839292181,euclidean,15,uniform,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'}",0.38636363636363635,0.32954545454545453,0.32954545454545453,0.2727272727272727,0.28735632183908044,0.3211076280041797,0.03970025164922955,10
0.0005007743835449219,0.0006336542684430535,0.0023029804229736327,0.0008762447715245011,euclidean,15,distance,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'distance'}",0.4090909090909091,0.29545454545454547,0.32954545454545453,0.22727272727272727,0.2988505747126437,0.312042842215256,0.05892342254372852,21
0.0006988048553466797,0.0003983418964123613,0.003714895248413086,0.0011175859499607634,euclidean,17,uniform,"{'metric': 'euclidean', 'n_neighbors': 17, 'weights': 'uniform'}",0.3977272727272727,0.32954545454545453,0.2840909090909091,0.2840909090909091,0.27586206896551724,0.31426332288401254,0.04581523738293443,19
0.0007100582122802734,0.00040720414753499847,0.001410675048828125,0.00039050198784354185,euclidean,17,distance,"{'metric': 'euclidean', 'n_neighbors': 17, 'weights': 'distance'}",0.3977272727272727,0.3409090909090909,0.3068181818181818,0.2727272727272727,0.26436781609195403,0.31650992685475443,0.04882873522062076,15
0.00039987564086914064,0.0004897456403489048,0.0031921863555908203,0.0002482016421992423,euclidean,19,uniform,"{'metric': 'euclidean', 'n_neighbors': 19, 'weights': 'uniform'}",0.3522727272727273,0.3409090909090909,0.3181818181818182,0.29545454545454547,0.2413793103448276,0.30963949843260186,0.039316706399305734,24
0.0011010169982910156,0.0011145303210332047,0.002176189422607422,0.0010774154171354676,euclidean,19,distance,"{'metric': 'euclidean', 'n_neighbors': 19, 'weights': 'distance'}",0.3977272727272727,0.3522727272727273,0.32954545454545453,0.29545454545454547,0.25287356321839083,0.32557471264367815,0.049248805675385525,7
0.000600433349609375,0.0003407309506897244,0.0035252094268798826,0.0027939760632454073,manhattan,5,uniform,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",,,,,,,,33
0.001266336441040039,0.00022466933526220096,0.0015987396240234376,0.00042690026281078634,manhattan,5,distance,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.3068181818181818,0.32954545454545453,0.3522727272727273,0.32954545454545453,0.2988505747126437,0.3234064785788924,0.01890395921282221,8
0.0006758689880371094,0.0005650286005690601,0.0036079883575439453,0.0025675763233016795,manhattan,7,uniform,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",,,,,,,,33
0.00044431686401367185,0.0004642308048759006,0.001513195037841797,0.00028664225646348954,manhattan,7,distance,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.3522727272727273,0.3522727272727273,0.32954545454545453,0.3181818181818182,0.3218390804597701,0.33482236154649947,0.014712916411811449,3
0.0004992008209228516,0.0004456921287352849,0.0042951107025146484,0.0023152842922832574,manhattan,9,uniform,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'}",,,,,,,,33
0.00035676956176757815,0.00044189242203087904,0.0016957759857177735,0.0006001357108207117,manhattan,9,distance,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}",0.3409090909090909,0.3181818181818182,0.3181818181818182,0.2727272727272727,0.3103448275862069,0.3120689655172414,0.02216857330186476,20
0.0007973670959472656,0.0003986835622314115,0.0017939090728759765,0.0007458558792987793,manhattan,11,uniform,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'}",,,,,,,,33
0.0007972240447998047,0.00039861203309515515,0.001797056198120117,0.0005094288747523768,manhattan,11,distance,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}",0.4090909090909091,0.375,0.3409090909090909,0.3068181818181818,0.2988505747126437,0.34613375130616514,0.04148632039405473,2
0.000598001480102539,0.0004882661716547039,0.001947164535522461,0.0008706388025568536,manhattan,13,uniform,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'uniform'}",,,,,,,,33
0.0007045745849609375,0.0005085996049589954,0.0019158363342285157,0.00032154351878336743,manhattan,13,distance,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}",0.4090909090909091,0.32954545454545453,0.375,0.3068181818181818,0.3333333333333333,0.35075757575757577,0.036536835005416664,1
0.00047163963317871095,0.0005890288642305406,0.0015412330627441405,0.0003924996255352867,manhattan,15,uniform,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}",,,,,,,,33
0.0007973670959472656,0.0003986835622314115,0.0017955780029296875,0.0003980657159800623,manhattan,15,distance,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}",0.375,0.3409090909090909,0.3181818181818182,0.26136363636363635,0.2988505747126437,0.31886102403343786,0.03832631176355976,11
0.0007984161376953125,0.0003992101192649533,0.0020114421844482423,0.000789685461230297,manhattan,17,uniform,"{'metric': 'manhattan', 'n_neighbors': 17, 'weights': 'uniform'}",,,,,,,,33
0.000598001480102539,0.0004882692451044369,0.001615762710571289,0.0004476501680377157,manhattan,17,distance,"{'metric': 'manhattan', 'n_neighbors': 17, 'weights': 'distance'}",0.375,0.36363636363636365,0.32954545454545453,0.29545454545454547,0.27586206896551724,0.32789968652037615,0.03810212328238667,6
0.00039811134338378905,0.0004875855313702776,0.0013116836547851563,0.0003111005119470329,manhattan,19,uniform,"{'metric': 'manhattan', 'n_neighbors': 19, 'weights': 'uniform'}",,,,,,,,33
0.0005038261413574218,0.0006358651199394934,0.0018018722534179688,0.00040286367239736527,manhattan,19,distance,"{'metric': 'manhattan', 'n_neighbors': 19, 'weights': 'distance'}",0.3409090909090909,0.3977272727272727,0.25,0.3181818181818182,0.27586206896551724,0.3165360501567398,0.05151735048856855,14
0.00019931793212890625,0.0003986358642578125,0.0024965763092041015,0.001136877124574428,chebyshev,5,uniform,"{'metric': 'chebyshev', 'n_neighbors': 5, 'weights': 'uniform'}",,,,,,,,33
0.0008985042572021484,0.0001976044251407606,0.002996969223022461,0.00031632815704792837,chebyshev,5,distance,"{'metric': 'chebyshev', 'n_neighbors': 5, 'weights': 'distance'}",0.2727272727272727,0.25,0.2840909090909091,0.3068181818181818,0.28735632183908044,0.28019853709508885,0.018669554688401716,26
0.0005988597869873047,0.0004889679992974466,0.0011986255645751952,0.0005077612877503869,chebyshev,7,uniform,"{'metric': 'chebyshev', 'n_neighbors': 7, 'weights': 'uniform'}",,,,,,,,33
0.0006997108459472657,0.0006003972032650484,0.002970314025878906,0.0006323299169801456,chebyshev,7,distance,"{'metric': 'chebyshev', 'n_neighbors': 7, 'weights': 'distance'}",0.3068181818181818,0.22727272727272727,0.25,0.29545454545454547,0.28735632183908044,0.273380355276907,0.029910667428849312,30
0.0008004188537597656,0.0005099642971737343,0.0018982410430908204,0.0014952425200963541,chebyshev,9,uniform,"{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'uniform'}",,,,,,,,33
0.0008004188537597656,0.0005100581424791319,0.002967500686645508,4.597130633553055e-05,chebyshev,9,distance,"{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'}",0.32954545454545453,0.2840909090909091,0.32954545454545453,0.2727272727272727,0.3563218390804598,0.3144461859979101,0.03121364029720165,16
0.00019936561584472657,0.00039873123168945315,0.0012980461120605468,0.0003991135160832083,chebyshev,11,uniform,"{'metric': 'chebyshev', 'n_neighbors': 11, 'weights': 'uniform'}",,,,,,,,33
0.000499105453491211,0.00044569139410628576,0.003349113464355469,0.0003779489765224183,chebyshev,11,distance,"{'metric': 'chebyshev', 'n_neighbors': 11, 'weights': 'distance'}",0.29545454545454547,0.22727272727272727,0.3068181818181818,0.29545454545454547,0.27586206896551724,0.2801724137931035,0.028263191455914372,27
0.0005980491638183594,0.0004883051285269447,0.0014525890350341798,0.0009323222571253318,chebyshev,13,uniform,"{'metric': 'chebyshev', 'n_neighbors': 13, 'weights': 'uniform'}",,,,,,,,33
0.00039882659912109374,0.0004884608551226126,0.004001426696777344,0.0007584988197583885,chebyshev,13,distance,"{'metric': 'chebyshev', 'n_neighbors': 13, 'weights': 'distance'}",0.3181818181818182,0.20454545454545456,0.2840909090909091,0.23863636363636365,0.26436781609195403,0.26196447230929987,0.038721801347973546,32
0.0005772590637207031,0.00047285249467504117,0.0014736175537109375,0.0007798260896918146,chebyshev,15,uniform,"{'metric': 'chebyshev', 'n_neighbors': 15, 'weights': 'uniform'}",,,,,,,,33
0.000321197509765625,0.0003852185993335809,0.003473520278930664,0.0004200696397148368,chebyshev,15,distance,"{'metric': 'chebyshev', 'n_neighbors': 15, 'weights': 'distance'}",0.3181818181818182,0.19318181818181818,0.3068181818181818,0.2727272727272727,0.22988505747126436,0.264158829676071,0.04695561617187164,31
0.0002746105194091797,0.0005492210388183594,0.0014290332794189454,0.0004000742016960067,chebyshev,17,uniform,"{'metric': 'chebyshev', 'n_neighbors': 17, 'weights': 'uniform'}",,,,,,,,33
0.0003779411315917969,0.00046404721643223795,0.003493785858154297,0.0004499920371774794,chebyshev,17,distance,"{'metric': 'chebyshev', 'n_neighbors': 17, 'weights': 'distance'}",0.3068181818181818,0.25,0.2840909090909091,0.2840909090909091,0.25287356321839083,0.2755747126436782,0.021403801914378455,29
0.0005991458892822266,0.0004892010658475384,0.0008977890014648437,0.0006605835583363502,chebyshev,19,uniform,"{'metric': 'chebyshev', 'n_neighbors': 19, 'weights': 'uniform'}",,,,,,,,33
0.0003986358642578125,0.0004882272535881495,0.003296947479248047,0.00039497287341928226,chebyshev,19,distance,"{'metric': 'chebyshev', 'n_neighbors': 19, 'weights': 'distance'}",0.3181818181818182,0.2727272727272727,0.2840909090909091,0.23863636363636365,0.27586206896551724,0.2778996865203762,0.025430279753666896,28
